#Average fold change data from ChIP-seq & RNA-seq across 3 growth stages (logarithmic phase, transition point, stationary phase) on minimal medium. From paper DOI: 10.1128/JB.00411-18 Supplemental file 4 https://jb.asm.org/highwire/filestream/299446/field_highwire_adjunct_files/3/JB.00411-18-sd004.xlsx#
TF	Gene	F_avg	F_sd	F_corrected	Regulation_direct	PS	PS_corrected	kd (units.mol/units.L)
"lrp"	"purT"	-0.33	0.72	NaN	-1	-	-	-
"lrp"	"yebG"	0.28	0.21	NaN	1	-	-	-
"lrp"	"eda"	-0.12	0.25	NaN	-1	-	-	-
"lrp"	"edd"	-0.43	0.41	NaN	-1	-	-	-
"lrp"	"zwf"	-0.10	0.27	NaN	-1	-	-	-
"lrp"	"yebK"	-0.27	0.25	NaN	-1	-	-	-
"lrp"	"pykA"	-0.09	0.65	NaN	-1	-	-	-
"lrp"	"lpxM"	-0.13	0.20	NaN	-1	-	-	-
"lrp"	"mepM"	-0.79	0.89	NaN	-1	-	-	-
"lrp"	"znuC"	-0.24	0.78	NaN	-1	-	-	-
"lrp"	"znuA"	-1.03	1.46	NaN	-1	-	-	-
"lrp"	"ruvB"	0.25	0.13	NaN	1	-	-	-
"lrp"	"ruvA"	0.14	0.45	NaN	1	-	-	-
"lrp"	"yebB"	-0.08	0.49	NaN	-1	-	-	-
"lrp"	"ruvC"	-0.72	0.47	NaN	-1	-	-	-
"lrp"	"yebC"	-0.57	0.73	NaN	-1	-	-	-
"lrp"	"nudB"	-0.24	0.50	NaN	-1	-	-	-
"lrp"	"aspS"	-0.13	0.49	NaN	-1	-	-	-
"lrp"	"yecD"	-0.21	0.24	NaN	-1	-	-	-
"lrp"	"micL"	-0.45	1.25	NaN	-1	-	-	-
"lrp"	"cutC"	0.37	0.97	NaN	1	-	-	-
"lrp"	"yecM"	-0.12	0.18	NaN	-1	-	-	-
"lrp"	"argS"	-0.30	0.62	NaN	-1	-	-	-
"lrp"	"yecT"	0.00	1.85	NaN	1	-	-	-
"lrp"	"flhB"	0.23	0.71	NaN	1	-	-	-
"lrp"	"cheY"	0.52	0.88	NaN	1	-	-	-
"lrp"	"tar"	0.92	0.68	NaN	1	-	-	-
"lrp"	"cheW"	-0.04	0.92	NaN	-1	-	-	-
"lrp"	"cheA"	-0.15	1.22	NaN	-1	-	-	-
"lrp"	"motB"	0.72	0.20	NaN	1	-	-	-
"lrp"	"motA"	0.19	1.26	NaN	1	-	-	-
"lrp"	"flhC"	-1.02	0.46	NaN	-1	-	-	-
"lrp"	"flhD"	-0.59	0.28	NaN	-1	-	-	-
"lrp"	"insA-5"	-0.61	1.43	NaN	-1	-	-	-
"lrp"	"insAB-5"	0.59	0.94	NaN	1	-	-	-
"lrp"	"uspC"	0.23	0.04	NaN	1	-	-	-
"lrp"	"otsA"	0.03	0.54	NaN	1	-	-	-
"lrp"	"otsB"	0.33	0.37	NaN	1	-	-	-
"lrp"	"araH"	0.48	0.13	NaN	1	-	-	-
"lrp"	"araF"	0.55	0.23	NaN	1	-	-	-
"lrp"	"ftnB"	-0.02	1.03	NaN	-1	-	-	-
"lrp"	"yecJ"	-0.23	0.34	NaN	-1	-	-	-
"lrp"	"yecR"	0.51	1.70	NaN	1	-	-	-
"lrp"	"ftnA"	-0.78	0.06	NaN	-1	-	-	-
"lrp"	"tyrP"	-0.80	0.84	NaN	-1	-	-	-
"lrp"	"yecH"	-0.24	0.63	NaN	-1	-	-	-
"lrp"	"yecA"	0.15	0.46	NaN	1	-	-	-
"lrp"	"leuZ"	-0.12	0.27	NaN	-1	-	-	-
"lrp"	"glyW"	0.33	0.81	NaN	1	-	-	-
"lrp"	"pgsA"	-0.44	0.25	NaN	-1	-	-	-
"lrp"	"uvrC"	-0.56	1.01	NaN	-1	-	-	-
"lrp"	"uvrY"	0.24	0.56	NaN	1	-	-	-
"lrp"	"yecF"	-0.94	0.31	NaN	-1	-	-	-
"lrp"	"sdiA"	0.00	0.29	NaN	-1	-	-	-
"lrp"	"sdsN"	0.11	1.40	NaN	1	-	-	-
"lrp"	"tcyN"	-0.03	0.41	NaN	-1	-	-	-
"lrp"	"dcyD"	0.42	0.22	NaN	1	-	-	-
"lrp"	"tcyJ"	0.24	0.45	NaN	1	-	-	-
"lrp"	"fliA"	0.35	1.81	NaN	1	-	-	-
"lrp"	"fliC"	0.58	0.61	NaN	1	-	-	-
"lrp"	"fliD"	0.08	0.49	NaN	1	-	-	-
"lrp"	"amyA"	-0.10	0.89	NaN	-1	-	-	-
"lrp"	"yedD"	0.19	0.51	NaN	1	-	-	-
"lrp"	"yedE"	-0.57	1.20	NaN	-1	-	-	-
"lrp"	"fliE"	-0.10	0.81	NaN	-1	-	-	-
"lrp"	"fliF"	-0.10	0.81	NaN	-1	-	-	-
"lrp"	"fliL"	-0.90	0.24	NaN	-1	-	-	-
"lrp"	"fliN"	0.05	0.52	NaN	1	-	-	-
"lrp"	"rcsA"	-0.80	0.99	NaN	-1	-	-	-
"lrp"	"dsrB"	0.34	0.51	NaN	1	-	-	-
"lrp"	"dsrA"	0.63	0.00	NaN	1	-	-	-
"lrp"	"dgcQ"	-0.20	0.43	NaN	-1	-	-	-
"lrp"	"yodC"	0.33	1.27	NaN	1	-	-	-
"lrp"	"yedI"	0.23	0.33	NaN	1	-	-	-
"lrp"	"yedJ"	0.06	0.80	NaN	1	-	-	-
"lrp"	"hchA"	-0.07	0.93	NaN	-1	-	-	-
"lrp"	"yedV"	-0.63	0.37	NaN	-1	-	-	-
"lrp"	"yedW"	-0.22	0.34	NaN	-1	-	-	-
"lrp"	"yedX"	-0.44	0.32	NaN	-1	-	-	-
"lrp"	"msrP"	-0.12	0.27	NaN	-1	-	-	-
"lrp"	"zinT"	-1.57	2.06	NaN	-1	-	-	-
"lrp"	"yodB"	-0.18	0.27	NaN	-1	-	-	-
"lrp"	"serU"	1.11	0.85	NaN	1	-	-	-
"lrp"	"mtfA"	-0.33	0.61	NaN	-1	-	-	-
"lrp"	"asnT"	0.28	0.43	NaN	1	-	-	-
"lrp"	"yeeJ"	0.06	0.23	NaN	1	-	-	-
"lrp"	"shiA"	-0.09	0.57	NaN	-1	-	-	-
"lrp"	"amn"	-0.56	1.12	NaN	-1	-	-	-
"lrp"	"yeeN"	-0.09	0.27	NaN	-1	-	-	-
"lrp"	"yeeO"	0.51	0.08	NaN	1	-	-	-
"lrp"	"asnU"	0.28	0.43	NaN	1	-	-	-
"lrp"	"cbl"	1.73	2.54	NaN	1	-	-	-
"lrp"	"nac"	2.58	3.69	NaN	1	-	-	-
"lrp"	"asnV"	0.28	0.43	NaN	1	-	-	-
"lrp"	"ldtA"	0.40	0.09	NaN	1	-	-	-
"lrp"	"cobT"	0.28	0.69	NaN	1	-	-	-
"lrp"	"cobU"	0.11	0.77	NaN	1	-	-	-
"lrp"	"insH-6"	0.06	0.00	NaN	1	-	-	-
"lrp"	"yoeG"	-0.16	1.07	NaN	-1	-	-	-
"lrp"	"flu"	-3.54	1.65	NaN	-1	-	-	-
"lrp"	"yeeX"	0.20	0.24	NaN	1	-	-	-
"lrp"	"yeeA"	0.14	0.40	NaN	1	-	-	-
"lrp"	"sbmC"	0.34	0.33	NaN	1	-	-	-
"lrp"	"sbcB"	-0.60	0.46	NaN	-1	-	-	-
"lrp"	"yeeD"	0.46	0.48	NaN	1	-	-	-
"lrp"	"yeeE"	0.57	0.24	NaN	1	-	-	-
"lrp"	"plaP"	-0.68	1.10	NaN	-1	-	-	-
"lrp"	"yeeZ"	0.11	0.17	NaN	1	-	-	-
"lrp"	"yoeB"	0.00	0.05	NaN	-1	-	-	-
"lrp"	"yefM"	-0.22	0.24	NaN	-1	-	-	-
"lrp"	"hisL"	-0.23	0.98	NaN	-1	-	-	-
"lrp"	"hisG"	-0.48	1.72	NaN	-1	-	-	-
"lrp"	"hisD"	-0.66	1.78	NaN	-1	-	-	-
"lrp"	"hisC"	-0.72	1.96	NaN	-1	-	-	-
"lrp"	"hisB"	-0.78	2.08	NaN	-1	-	-	-
"lrp"	"hisH"	-1.15	1.76	NaN	-1	-	-	-
"lrp"	"hisI"	-1.22	2.04	NaN	-1	-	-	-
"lrp"	"wzzB"	-0.18	0.19	NaN	-1	-	-	-
"lrp"	"ugd"	-0.25	0.36	NaN	-1	-	-	-
"lrp"	"gnd"	-0.15	0.48	NaN	-1	-	-	-
"lrp"	"insH-7"	0.40	0.52	NaN	1	-	-	-
"lrp"	"wbbL_1"	-0.47	0.63	NaN	-1	-	-	-
"lrp"	"wbbK"	0.02	0.54	NaN	1	-	-	-
"lrp"	"wbbJ"	-0.37	0.45	NaN	-1	-	-	-
"lrp"	"wbbH"	-0.14	0.60	NaN	-1	-	-	-
"lrp"	"glf"	-0.30	0.58	NaN	-1	-	-	-
"lrp"	"rfbX"	-0.23	0.32	NaN	-1	-	-	-
"lrp"	"rfbA"	-0.10	0.32	NaN	-1	-	-	-
"lrp"	"rfbD"	-0.24	0.33	NaN	-1	-	-	-
"lrp"	"rfbB"	-0.24	0.14	NaN	-1	-	-	-
"lrp"	"galF"	-0.16	0.43	NaN	-1	-	-	-
"lrp"	"wcaM"	-0.50	0.27	NaN	-1	-	-	-
"lrp"	"wzxC"	-0.05	1.17	NaN	-1	-	-	-
"lrp"	"wza"	0.97	0.00	NaN	1	-	-	-
"lrp"	"yegH"	0.16	0.08	NaN	1	-	-	-
"lrp"	"dcd"	-0.07	0.19	NaN	-1	-	-	-
"lrp"	"alkA"	0.07	0.44	NaN	1	-	-	-
"lrp"	"yegD"	-0.33	0.37	NaN	-1	-	-	-
"lrp"	"yegI"	-0.55	0.29	NaN	-1	-	-	-
"lrp"	"yegJ"	-1.15	0.62	NaN	-1	-	-	-
"lrp"	"sibA"	-0.18	0.36	NaN	-1	-	-	-
"lrp"	"sibB"	-0.19	0.99	NaN	-1	-	-	-
"lrp"	"mdtA"	0.13	0.36	NaN	1	-	-	-
"lrp"	"baeR"	0.36	0.26	NaN	1	-	-	-
"lrp"	"yegQ"	-0.15	0.46	NaN	-1	-	-	-
"lrp"	"cyaR"	-0.45	0.50	NaN	-1	-	-	-
"lrp"	"ogrK"	0.46	0.71	NaN	1	-	-	-
"lrp"	"yegR"	0.26	0.55	NaN	1	-	-	-
"lrp"	"yegS"	-0.19	0.14	NaN	-1	-	-	-
"lrp"	"gatC"	0.55	0.45	NaN	1	-	-	-
"lrp"	"gatA"	-0.06	0.65	NaN	-1	-	-	-
"lrp"	"gatZ"	-0.11	0.79	NaN	-1	-	-	-
"lrp"	"gatY"	-0.17	0.76	NaN	-1	-	-	-
"lrp"	"fbaB"	-0.74	1.51	NaN	-1	-	-	-
"lrp"	"yegT"	0.05	0.73	NaN	1	-	-	-
"lrp"	"yegX"	-0.06	0.36	NaN	-1	-	-	-
"lrp"	"thiD"	-0.26	0.87	NaN	-1	-	-	-
"lrp"	"thiM"	-0.56	0.72	NaN	-1	-	-	-
"lrp"	"rcnA"	-0.38	0.42	NaN	-1	-	-	-
"lrp"	"rcnR"	0.10	0.97	NaN	1	-	-	-
"lrp"	"rcnB"	0.00	0.83	NaN	-1	-	-	-
"lrp"	"yehA"	-1.34	0.62	NaN	-1	-	-	-
"lrp"	"yehD"	0.48	1.74	NaN	1	-	-	-
"lrp"	"yehE"	0.31	0.18	NaN	1	-	-	-
"lrp"	"metG"	-0.55	0.81	NaN	-1	-	-	-
"lrp"	"mrp"	0.21	0.45	NaN	1	-	-	-
"lrp"	"molR_1"	-0.33	1.14	NaN	-1	-	-	-
"lrp"	"yehL"	-0.02	0.47	NaN	-1	-	-	-
"lrp"	"yehT"	-0.05	0.30	NaN	-1	-	-	-
"lrp"	"yehU"	-0.47	0.56	NaN	-1	-	-	-
"lrp"	"mlrA"	-0.09	0.50	NaN	-1	-	-	-
"lrp"	"yohO"	-0.21	1.20	NaN	-1	-	-	-
"lrp"	"osmF"	0.44	0.22	NaN	1	-	-	-
"lrp"	"bglX"	-0.13	0.32	NaN	-1	-	-	-
"lrp"	"dld"	-0.14	0.29	NaN	-1	-	-	-
"lrp"	"pbpG"	-0.26	0.48	NaN	-1	-	-	-
"lrp"	"yohC"	0.57	0.35	NaN	1	-	-	-
"lrp"	"yohD"	0.42	0.27	NaN	1	-	-	-
"lrp"	"yohF"	0.35	0.31	NaN	1	-	-	-
"lrp"	"dusC"	-0.26	0.53	NaN	-1	-	-	-
"lrp"	"yohJ"	0.68	1.37	NaN	1	-	-	-
"lrp"	"cdd"	0.46	0.55	NaN	1	-	-	-
"lrp"	"sanA"	0.12	0.78	NaN	1	-	-	-
"lrp"	"preT"	-0.80	0.88	NaN	-1	-	-	-
"lrp"	"mglC"	-0.42	0.87	NaN	-1	-	-	-
"lrp"	"mglA"	-0.44	1.17	NaN	-1	-	-	-
"lrp"	"mglB"	0.15	0.11	NaN	1	-	-	-
"lrp"	"galS"	-0.47	0.69	NaN	-1	-	-	-
"lrp"	"yeiB"	-0.55	0.21	NaN	-1	-	-	-
"lrp"	"folE"	0.08	0.92	NaN	1	-	-	-
"lrp"	"yeiG"	-0.18	0.34	NaN	-1	-	-	-
"lrp"	"cirA"	0.58	0.52	NaN	1	-	-	-
"lrp"	"lysP"	-1.12	1.15	NaN	-1	-	-	-
"lrp"	"yeiE"	0.16	0.07	NaN	1	-	-	-
"lrp"	"yeiH"	-0.01	0.28	NaN	-1	-	-	-
"lrp"	"nfo"	-0.31	0.83	NaN	-1	-	-	-
"lrp"	"yeiI"	-0.57	0.82	NaN	-1	-	-	-
"lrp"	"rihB"	-0.18	0.57	NaN	-1	-	-	-
"lrp"	"yeiL"	-0.47	0.62	NaN	-1	-	-	-
"lrp"	"psuT"	0.12	0.13	NaN	1	-	-	-
"lrp"	"psuG"	-0.42	0.94	NaN	-1	-	-	-
"lrp"	"fruK"	0.21	0.64	NaN	1	-	-	-
"lrp"	"fruB"	0.37	0.41	NaN	1	-	-	-
"lrp"	"setB"	0.03	0.14	NaN	1	-	-	-
"lrp"	"yeiW"	0.56	0.76	NaN	1	-	-	-
"lrp"	"yeiP"	0.01	0.21	NaN	1	-	-	-
"lrp"	"yeiQ"	0.28	0.68	NaN	1	-	-	-
"lrp"	"yeiR"	-0.04	0.14	NaN	-1	-	-	-
"lrp"	"mepS"	-0.60	0.57	NaN	-1	-	-	-
"lrp"	"pdeN"	-0.26	0.52	NaN	-1	-	-	-
"lrp"	"yejA"	-0.14	0.32	NaN	-1	-	-	-
"lrp"	"yejG"	0.95	1.18	NaN	1	-	-	-
"lrp"	"rsuA"	0.01	0.68	NaN	1	-	-	-
"lrp"	"radD"	-0.50	0.56	NaN	-1	-	-	-
"lrp"	"rplY"	-0.72	0.61	NaN	-1	-	-	-
"lrp"	"yejK"	-0.15	0.28	NaN	-1	-	-	-
"lrp"	"proL"	0.20	0.85	NaN	1	-	-	-
"lrp"	"yejO"	-0.03	0.34	NaN	-1	-	-	-
"lrp"	"narP"	0.25	0.22	NaN	1	-	-	-
"lrp"	"ccmH"	-0.37	0.32	NaN	-1	-	-	-
"lrp"	"napF"	-0.91	0.73	NaN	-1	-	-	-
"lrp"	"eco"	-1.80	1.65	NaN	-1	-	-	-
"lrp"	"mqo"	-0.04	0.30	NaN	-1	-	-	-
"lrp"	"yojI"	-0.48	0.19	NaN	-1	-	-	-
"lrp"	"alkB"	-0.32	0.52	NaN	-1	-	-	-
"lrp"	"ada"	-0.12	0.65	NaN	-1	-	-	-
"lrp"	"ftp"	-1.16	0.60	NaN	-1	-	-	-
"lrp"	"micF"	0.76	0.00	NaN	1	-	-	-
"lrp"	"ompC"	-0.92	0.46	NaN	-1	-	-	-
"lrp"	"rcsD"	-0.27	0.18	NaN	-1	-	-	-
"lrp"	"rcsB"	0.11	0.12	NaN	1	-	-	-
"lrp"	"rcsC"	-0.27	0.22	NaN	-1	-	-	-
"lrp"	"atoD"	1.73	0.00	NaN	1	-	-	-
"lrp"	"yfaP"	-0.01	1.27	NaN	-1	-	-	-
"lrp"	"gyrA"	-0.35	0.58	NaN	-1	-	-	-
"lrp"	"ubiG"	-0.03	0.17	NaN	-1	-	-	-
"lrp"	"yfaL"	0.18	0.15	NaN	1	-	-	-
"lrp"	"nrdA"	-0.30	0.71	NaN	-1	-	-	-
"lrp"	"nrdB"	-0.24	0.54	NaN	-1	-	-	-
"lrp"	"yfaE"	-0.40	0.72	NaN	-1	-	-	-
"lrp"	"inaA"	0.10	0.09	NaN	1	-	-	-
"lrp"	"glpT"	-0.19	0.89	NaN	-1	-	-	-
"lrp"	"glpA"	-0.35	1.42	NaN	-1	-	-	-
"lrp"	"yfaD"	-0.14	0.08	NaN	-1	-	-	-
"lrp"	"yfaU"	0.35	0.27	NaN	1	-	-	-
"lrp"	"yfaY"	0.49	0.66	NaN	1	-	-	-
"lrp"	"yfaZ"	-0.60	0.29	NaN	-1	-	-	-
"lrp"	"nudI"	-0.75	0.24	NaN	-1	-	-	-
"lrp"	"ais"	0.10	1.44	NaN	1	-	-	-
"lrp"	"pmrD"	0.51	0.74	NaN	1	-	-	-
"lrp"	"menB"	0.12	0.43	NaN	1	-	-	-
"lrp"	"menD"	-0.04	0.80	NaN	-1	-	-	-
"lrp"	"menF"	-0.37	0.59	NaN	-1	-	-	-
"lrp"	"elaA"	0.30	0.16	NaN	1	-	-	-
"lrp"	"rbn"	-0.24	0.27	NaN	-1	-	-	-
"lrp"	"elaD"	0.00	0.65	NaN	-1	-	-	-
"lrp"	"yfbL"	-0.04	0.49	NaN	-1	-	-	-
"lrp"	"yfbK"	-0.60	0.70	NaN	-1	-	-	-
"lrp"	"yfbO"	-0.15	0.86	NaN	-1	-	-	-
"lrp"	"yfbN"	1.11	0.00	NaN	1	-	-	-
"lrp"	"yfbP"	0.05	0.61	NaN	1	-	-	-
"lrp"	"nuoN"	-0.32	0.75	NaN	-1	-	-	-
"lrp"	"nuoJ"	0.29	0.61	NaN	1	-	-	-
"lrp"	"nuoI"	0.17	0.88	NaN	1	-	-	-
"lrp"	"nuoH"	-0.08	0.65	NaN	-1	-	-	-
"lrp"	"nuoF"	-0.28	1.09	NaN	-1	-	-	-
"lrp"	"nuoE"	-0.42	1.03	NaN	-1	-	-	-
"lrp"	"nuoC"	-0.37	0.98	NaN	-1	-	-	-
"lrp"	"nuoB"	-0.01	0.32	NaN	-1	-	-	-
"lrp"	"nuoA"	-0.26	0.51	NaN	-1	-	-	-
"lrp"	"lrhA"	0.22	0.54	NaN	1	-	-	-
"lrp"	"alaA"	0.51	0.11	NaN	1	-	-	-
"lrp"	"yfbR"	-0.11	0.35	NaN	-1	-	-	-
"lrp"	"yfbS"	-0.15	0.16	NaN	-1	-	-	-
"lrp"	"yfbT"	0.23	0.02	NaN	1	-	-	-
"lrp"	"yfbU"	0.38	0.29	NaN	1	-	-	-
"lrp"	"ackA"	-0.13	0.79	NaN	-1	-	-	-
"lrp"	"pta"	0.00	0.72	NaN	-1	-	-	-
"lrp"	"yfcD"	0.08	0.15	NaN	1	-	-	-
"lrp"	"folX"	0.18	0.39	NaN	1	-	-	-
"lrp"	"yfcH"	0.36	0.23	NaN	1	-	-	-
"lrp"	"yfcI"	0.31	0.83	NaN	1	-	-	-
"lrp"	"hisJ"	0.67	0.68	NaN	1	-	-	-
"lrp"	"argT"	1.87	2.23	NaN	1	-	-	-
"lrp"	"cvpA"	-0.41	0.46	NaN	-1	-	-	-
"lrp"	"dedD"	-0.15	0.19	NaN	-1	-	-	-
"lrp"	"accD"	0.07	0.54	NaN	1	-	-	-
"lrp"	"dedA"	-0.07	0.28	NaN	-1	-	-	-
"lrp"	"usg"	0.14	0.36	NaN	1	-	-	-
"lrp"	"pdxB"	0.10	0.21	NaN	1	-	-	-
"lrp"	"flk"	-0.27	0.42	NaN	-1	-	-	-
"lrp"	"yfcJ"	-0.62	0.46	NaN	-1	-	-	-
"lrp"	"fabB"	0.31	0.26	NaN	1	-	-	-
"lrp"	"yfcL"	-0.24	0.27	NaN	-1	-	-	-
"lrp"	"epmC"	-0.67	0.49	NaN	-1	-	-	-
"lrp"	"yfcA"	-0.53	0.55	NaN	-1	-	-	-
"lrp"	"aroC"	-0.10	0.29	NaN	-1	-	-	-
"lrp"	"smrB"	-0.09	0.14	NaN	-1	-	-	-
"lrp"	"prmB"	-0.29	0.22	NaN	-1	-	-	-
"lrp"	"sixA"	-0.05	0.38	NaN	-1	-	-	-
"lrp"	"fadI"	-0.11	1.08	NaN	-1	-	-	-
"lrp"	"yfcZ"	-0.67	0.42	NaN	-1	-	-	-
"lrp"	"fadL"	-0.19	0.62	NaN	-1	-	-	-
"lrp"	"yfdF"	0.36	1.08	NaN	1	-	-	-
"lrp"	"mlaA"	0.30	0.16	NaN	1	-	-	-
"lrp"	"argW"	0.60	0.52	NaN	1	-	-	-
"lrp"	"intS"	0.09	0.49	NaN	1	-	-	-
"lrp"	"yfdG"	-0.07	0.44	NaN	-1	-	-	-
"lrp"	"yfdI"	-0.98	0.81	NaN	-1	-	-	-
"lrp"	"ryeG"	-0.45	0.71	NaN	-1	-	-	-
"lrp"	"tfaS"	-0.10	0.27	NaN	-1	-	-	-
"lrp"	"yfdP"	0.38	0.68	NaN	1	-	-	-
"lrp"	"dsdC"	0.01	0.11	NaN	1	-	-	-
"lrp"	"dsdX"	-0.27	0.40	NaN	-1	-	-	-
"lrp"	"dsdA"	0.10	0.20	NaN	1	-	-	-
"lrp"	"emrY"	-0.24	0.50	NaN	-1	-	-	-
"lrp"	"emrK"	-0.27	0.49	NaN	-1	-	-	-
"lrp"	"evgA"	-0.23	0.47	NaN	-1	-	-	-
"lrp"	"oxc"	-0.91	0.59	NaN	-1	-	-	-
"lrp"	"frc"	-0.51	1.27	NaN	-1	-	-	-
"lrp"	"yfdX"	-0.69	0.64	NaN	-1	-	-	-
"lrp"	"ypdI"	-0.33	0.78	NaN	-1	-	-	-
"lrp"	"yfdY"	0.48	0.10	NaN	1	-	-	-
"lrp"	"lpxP"	-0.18	0.49	NaN	-1	-	-	-
"lrp"	"alaC"	-0.11	0.99	NaN	-1	-	-	-
"lrp"	"fryA"	-0.15	0.17	NaN	-1	-	-	-
"lrp"	"glk"	0.26	0.51	NaN	1	-	-	-
"lrp"	"yfeO"	0.26	0.14	NaN	1	-	-	-
"lrp"	"mntH"	0.71	0.69	NaN	1	-	-	-
"lrp"	"nupC"	0.02	0.04	NaN	1	-	-	-
"lrp"	"insL-3"	0.12	0.17	NaN	1	-	-	-
"lrp"	"pdeA"	-0.29	0.39	NaN	-1	-	-	-
"lrp"	"alaW"	0.13	0.62	NaN	1	-	-	-
"lrp"	"alaX"	0.13	0.62	NaN	1	-	-	-
"lrp"	"yfeC"	0.07	0.53	NaN	1	-	-	-
"lrp"	"gltX"	-0.04	0.25	NaN	-1	-	-	-
"lrp"	"valU"	-0.41	0.63	NaN	-1	-	-	-
"lrp"	"xapR"	0.25	0.81	NaN	1	-	-	-
"lrp"	"xapA"	0.35	0.73	NaN	1	-	-	-
"lrp"	"yfeH"	-0.40	0.22	NaN	-1	-	-	-
"lrp"	"yfeR"	0.16	0.67	NaN	1	-	-	-
"lrp"	"ligA"	0.00	0.37	NaN	-1	-	-	-
"lrp"	"cysZ"	0.20	0.47	NaN	1	-	-	-
"lrp"	"zipA"	0.11	0.50	NaN	1	-	-	-
"lrp"	"cysK"	0.15	0.20	NaN	1	-	-	-
"lrp"	"ptsH"	-0.22	0.93	NaN	-1	-	-	-
"lrp"	"ptsI"	-0.19	0.72	NaN	-1	-	-	-
"lrp"	"crr"	0.12	0.42	NaN	1	-	-	-
"lrp"	"pdxK"	0.07	0.33	NaN	1	-	-	-
"lrp"	"yfeK"	0.56	1.18	NaN	1	-	-	-
"lrp"	"cysM"	-0.40	0.52	NaN	-1	-	-	-
"lrp"	"cysA"	-0.16	0.06	NaN	-1	-	-	-
"lrp"	"cysP"	0.16	0.30	NaN	1	-	-	-
"lrp"	"ucpA"	-0.28	0.32	NaN	-1	-	-	-
"lrp"	"murQ"	0.50	0.16	NaN	1	-	-	-
"lrp"	"murR"	0.13	0.69	NaN	1	-	-	-
"lrp"	"yfeX"	-0.11	0.46	NaN	-1	-	-	-
"lrp"	"yfeY"	0.38	0.89	NaN	1	-	-	-
"lrp"	"yfeZ"	0.20	0.16	NaN	1	-	-	-
"lrp"	"amiA"	-0.05	0.30	NaN	-1	-	-	-
"lrp"	"hemF"	-0.33	0.87	NaN	-1	-	-	-
"lrp"	"intZ"	-0.76	0.25	NaN	-1	-	-	-
"lrp"	"yffO"	-0.01	0.53	NaN	-1	-	-	-
"lrp"	"yffQ"	0.29	1.13	NaN	1	-	-	-
"lrp"	"yffS"	0.21	0.33	NaN	1	-	-	-
"lrp"	"maeB"	-0.35	1.12	NaN	-1	-	-	-
"lrp"	"talA"	0.37	0.55	NaN	1	-	-	-
"lrp"	"tktB"	0.10	1.01	NaN	1	-	-	-
"lrp"	"ypfG"	0.18	0.88	NaN	1	-	-	-
"lrp"	"nudK"	-0.13	0.20	NaN	-1	-	-	-
"lrp"	"narQ"	-0.04	0.34	NaN	-1	-	-	-
"lrp"	"acrD"	-0.17	0.27	NaN	-1	-	-	-
"lrp"	"ypfM"	-0.06	1.15	NaN	-1	-	-	-
"lrp"	"dapE"	0.25	0.23	NaN	1	-	-	-
"lrp"	"ypfN"	-0.24	0.21	NaN	-1	-	-	-
"lrp"	"tmcA"	-0.19	0.42	NaN	-1	-	-	-
"lrp"	"ypfJ"	0.36	0.13	NaN	1	-	-	-
"lrp"	"purC"	-0.45	1.28	NaN	-1	-	-	-
"lrp"	"bamC"	0.02	0.58	NaN	1	-	-	-
"lrp"	"dapA"	0.18	0.34	NaN	1	-	-	-
"lrp"	"gcvR"	0.09	0.16	NaN	1	-	-	-
"lrp"	"bcp"	-0.28	0.05	NaN	-1	-	-	-
"lrp"	"bepA"	0.00	0.24	NaN	1	-	-	-
"lrp"	"yfgD"	-0.45	0.43	NaN	-1	-	-	-
"lrp"	"hda"	-0.13	0.61	NaN	-1	-	-	-
"lrp"	"upp"	-0.94	0.72	NaN	-1	-	-	-
"lrp"	"purM"	-0.51	1.33	NaN	-1	-	-	-
"lrp"	"ppk"	-0.48	0.92	NaN	-1	-	-	-
"lrp"	"ppx"	-0.75	0.86	NaN	-1	-	-	-
"lrp"	"pdeF"	-0.10	0.23	NaN	-1	-	-	-
"lrp"	"yfgG"	-0.37	0.32	NaN	-1	-	-	-
"lrp"	"yfgH"	0.28	1.72	NaN	1	-	-	-
"lrp"	"guaB"	0.20	0.98	NaN	1	-	-	-
"lrp"	"xseA"	-0.60	0.69	NaN	-1	-	-	-
"lrp"	"yfgJ"	0.23	0.25	NaN	1	-	-	-
"lrp"	"der"	0.16	0.06	NaN	1	-	-	-
"lrp"	"bamB"	-0.05	0.14	NaN	-1	-	-	-
"lrp"	"yfgM"	0.00	0.11	NaN	-1	-	-	-
"lrp"	"hisS"	-0.07	0.14	NaN	-1	-	-	-
"lrp"	"ispG"	-0.34	0.87	NaN	-1	-	-	-
"lrp"	"rodZ"	0.16	0.24	NaN	1	-	-	-
"lrp"	"rlmN"	-0.33	0.96	NaN	-1	-	-	-
"lrp"	"ndk"	0.44	0.32	NaN	1	-	-	-
"lrp"	"pbpC"	-0.26	0.54	NaN	-1	-	-	-
"lrp"	"yfhM"	0.03	0.38	NaN	1	-	-	-
"lrp"	"sseA"	0.15	0.18	NaN	1	-	-	-
"lrp"	"ryfA"	-0.59	0.76	NaN	-1	-	-	-
"lrp"	"pepB"	0.34	0.25	NaN	1	-	-	-
"lrp"	"iscX"	0.25	0.05	NaN	1	-	-	-
"lrp"	"hscB"	0.50	0.96	NaN	1	-	-	-
"lrp"	"iscA"	0.50	0.88	NaN	1	-	-	-
"lrp"	"iscS"	0.77	1.29	NaN	1	-	-	-
